t	S	I	R
4.65752	997.816	1.59121	0.593097
4.67262	997.811	1.5936	0.595503
4.68771	997.806	1.596	0.59791
4.70278	997.801	1.5984	0.600317
4.71782	997.796	1.60079	0.602724
4.73284	997.792	1.60319	0.605131
4.74783	997.787	1.60558	0.607537
4.76281	997.782	1.60798	0.609944
4.77776	997.777	1.61038	0.612351
4.79269	997.772	1.61277	0.614758
4.8076	997.768	1.61517	0.617165
4.82248	997.763	1.61756	0.619572
4.83735	997.758	1.61996	0.621979
4.85219	997.753	1.62236	0.624386
4.86701	997.748	1.62475	0.626793
4.88181	997.744	1.62715	0.6292
4.89659	997.739	1.62955	0.631606
4.91134	997.734	1.63194	0.634013
4.92608	997.729	1.63434	0.63642
4.94079	997.724	1.63673	0.638827
4.95548	997.72	1.63913	0.641235
4.97015	997.715	1.64153	0.643642
4.9848	997.71	1.64392	0.646049
4.99943	997.705	1.64632	0.648456
5.01403	997.7	1.64871	0.650863
5.02862	997.696	1.65111	0.65327
5.04318	997.691	1.65351	0.655677
5.05772	997.686	1.6559	0.658084
5.07225	997.681	1.6583	0.660491
5.08675	997.676	1.66069	0.662898
5.10123	997.672	1.66309	0.665306
5.11569	997.667	1.66549	0.667713
5.13012	997.662	1.66788	0.67012
5.14454	997.657	1.67028	0.672527
5.15894	997.652	1.67267	0.674935
5.17332	997.648	1.67507	0.677342
5.18767	997.643	1.67747	0.679749
5.20201	997.638	1.67986	0.682156
5.21633	997.633	1.68226	0.684564
5.23062	997.628	1.68465	0.686971
5.2449	997.624	1.68705	0.689378
5.25915	997.619	1.68945	0.691786
5.27339	997.614	1.69184	0.694193
5.2876	997.609	1.69424	0.696601
5.3018	997.604	1.69663	0.699008
5.31597	997.6	1.69903	0.701415
5.33013	997.595	1.70142	0.703823
5.34427	997.59	1.70382	0.70623
5.35838	997.585	1.70622	0.708638
5.37248	997.58	1.70861	0.711045
5.38655	997.576	1.71101	0.713453
5.40061	997.571	1.7134	0.71586
5.41465	997.566	1.7158	0.718268
5.42867	997.561	1.7182	0.720675
5.44266	997.556	1.72059	0.723083
5.45664	997.552	1.72299	0.725491
5.4706	997.547	1.72538	0.727898
5.48454	997.542	1.72778	0.730306
5.49847	997.537	1.73017	0.732714
5.51237	997.532	1.73257	0.735121
5.52625	997.528	1.73497	0.737529
5.54011	997.523	1.73736	0.739937
5.55396	997.518	1.73976	0.742344
5.56779	997.513	1.74215	0.744752
5.58159	997.508	1.74455	0.74716
5.59538	997.503	1.74695	0.749568
5.60915	997.499	1.74934	0.751976
5.6229	997.494	1.75174	0.754383
5.63663	997.489	1.75413	0.756791
5.65035	997.484	1.75653	0.759199
5.66404	997.479	1.75892	0.761607
5.67772	997.475	1.76132	0.764015
5.69138	997.47	1.76372	0.766423
5.70502	997.465	1.76611	0.768831
5.71864	997.46	1.76851	0.771239
5.73224	997.455	1.7709	0.773647
5.74583	997.451	1.7733	0.776055
5.75939	997.446	1.77569	0.778463
5.77294	997.441	1.77809	0.780871
5.78647	997.436	1.78049	0.783279
5.79998	997.431	1.78288	0.785687
5.81348	997.427	1.78528	0.788095
5.82695	997.422	1.78767	0.790503
5.84041	997.417	1.79007	0.792911
5.85385	997.412	1.79246	0.79532
5.86727	997.407	1.79486	0.797728
5.88068	997.403	1.79726	0.800136
5.89406	997.398	1.79965	0.802544
5.90743	997.393	1.80205	0.804952
5.92079	997.388	1.80444	0.807361
5.93412	997.383	1.80684	0.809769
5.94744	997.379	1.80923	0.812177
5.96073	997.374	1.81163	0.814586
5.97402	997.369	1.81403	0.816994
5.98728	997.364	1.81642	0.819402
6.00053	997.359	1.81882	0.821811
6.01376	997.355	1.82121	0.824219
6.02697	997.35	1.82361	0.826628
6.04016	997.345	1.826	0.829036
6.05334	997.34	1.8284	0.831445
6.0665	997.335	1.8308	0.833853
6.07964	997.331	1.83319	0.836262
6.09277	997.326	1.83559	0.83867
6.10588	997.321	1.83798	0.841079
6.11897	997.316	1.84038	0.843487
6.13205	997.311	1.84277	0.845896
6.14511	997.307	1.84517	0.848305
6.15815	997.302	1.84756	0.850713
6.17117	997.297	1.84996	0.853122
6.18418	997.292	1.85236	0.855531
6.19717	997.287	1.85475	0.857939
6.21015	997.283	1.85715	0.860348
6.22311	997.278	1.85954	0.862757
6.23605	997.273	1.86194	0.865166
6.24897	997.268	1.86433	0.867574
6.26188	997.263	1.86673	0.869983
6.27478	997.258	1.86913	0.872392
6.28765	997.254	1.87152	0.874801
6.30051	997.249	1.87392	0.87721
6.31335	997.244	1.87631	0.879619
6.32618	997.239	1.87871	0.882028
6.33899	997.234	1.8811	0.884437
6.35179	997.23	1.8835	0.886846
6.36457	997.225	1.8859	0.889255
6.37733	997.22	1.88829	0.891664
6.39008	997.215	1.89069	0.894073
6.40281	997.21	1.89308	0.896482
6.41552	997.206	1.89548	0.898891
6.42822	997.201	1.89787	0.9013
6.4409	997.196	1.90027	0.903709
6.45357	997.191	1.90266	0.906118
6.46622	997.186	1.90506	0.908528
6.47885	997.182	1.90746	0.910937
6.49147	997.177	1.90985	0.913346
6.50408	997.172	1.91225	0.915755
6.51667	997.167	1.91464	0.918165
6.52924	997.162	1.91704	0.920574
6.54179	997.158	1.91943	0.922983
6.55434	997.153	1.92183	0.925393
6.56686	997.148	1.92423	0.927802
6.57937	997.143	1.92662	0.930212
6.59187	997.138	1.92902	0.932621
6.60435	997.134	1.93141	0.93503
6.61681	997.129	1.93381	0.93744
6.62926	997.124	1.9362	0.939849
6.64169	997.119	1.9386	0.942259
6.65411	997.114	1.941	0.944669
6.66652	997.11	1.94339	0.947078
6.6789	997.105	1.94579	0.949488
6.69128	997.1	1.94818	0.951897
6.70364	997.095	1.95058	0.954307
6.71598	997.09	1.95297	0.956717
6.72831	997.086	1.95537	0.959126
6.74062	997.081	1.95777	0.961536
6.75292	997.076	1.96016	0.963946
6.7652	997.071	1.96256	0.966356
6.77747	997.066	1.96495	0.968765
6.78972	997.061	1.96735	0.971175
6.80196	997.057	1.96974	0.973585
6.81418	997.052	1.97214	0.975995
6.82639	997.047	1.97453	0.978405
6.83859	997.042	1.97693	0.980815
6.85077	997.037	1.97933	0.983225
6.86293	997.033	1.98172	0.985635
6.87508	997.028	1.98412	0.988045
6.88722	997.023	1.98651	0.990455
6.89934	997.018	1.98891	0.992865
6.91145	997.013	1.9913	0.995275
6.92354	997.009	1.9937	0.997685
6.93562	997.004	1.9961	1.0001
6.94769	996.999	1.99849	1.00251
6.95974	996.994	2.00089	1.00492
6.97177	996.989	2.00328	1.00733
6.98379	996.985	2.00568	1.00974
6.9958	996.98	2.00807	1.01215
7.00779	996.975	2.01047	1.01456
7.01977	996.97	2.01287	1.01697
7.03174	996.965	2.01526	1.01938
7.04369	996.961	2.01766	1.02179
7.05562	996.956	2.02005	1.0242
7.06754	996.951	2.02245	1.02661
7.07945	996.946	2.02484	1.02902
7.09135	996.941	2.02724	1.03143
7.10323	996.937	2.02964	1.03384
7.11509	996.932	2.03203	1.03625
7.12695	996.927	2.03443	1.03866
7.13879	996.922	2.03682	1.04107
7.15061	996.917	2.03922	1.04348
7.16242	996.912	2.04161	1.04589
7.17422	996.908	2.04401	1.0483
7.18601	996.903	2.04641	1.05071
7.19778	996.898	2.0488	1.05312
7.20953	996.893	2.0512	1.05554
7.22128	996.888	2.05359	1.05795
7.23301	996.884	2.05599	1.06036
7.24472	996.879	2.05839	1.06277
7.25642	996.874	2.06078	1.06518
7.26811	996.869	2.06318	1.06759
7.27979	996.864	2.06557	1.07
7.29145	996.86	2.06797	1.07241
7.3031	996.855	2.07036	1.07482
7.31474	996.85	2.07276	1.07723
7.32636	996.845	2.07516	1.07964
7.33797	996.84	2.07755	1.08206
7.34956	996.836	2.07995	1.08447
7.36115	996.831	2.08234	1.08688
7.37272	996.826	2.08474	1.08929
7.38427	996.821	2.08713	1.0917
7.39581	996.816	2.08953	1.09411
7.40734	996.812	2.09193	1.09652
7.41886	996.807	2.09432	1.09893
7.43037	996.802	2.09672	1.10134
7.44186	996.797	2.09911	1.10376
7.45333	996.792	2.10151	1.10617
7.4648	996.788	2.10391	1.10858
7.47625	996.783	2.1063	1.11099
7.48769	996.778	2.1087	1.1134
7.49912	996.773	2.11109	1.11581
7.51053	996.768	2.11349	1.11822
7.52193	996.763	2.11588	1.12064
7.53332	996.759	2.11828	1.12305
7.5447	996.754	2.12068	1.12546
7.55606	996.749	2.12307	1.12787
7.56741	996.744	2.12547	1.13028
7.57874	996.739	2.12786	1.13269
7.59007	996.735	2.13026	1.1351
7.60138	996.73	2.13266	1.13752
7.61268	996.725	2.13505	1.13993
7.62397	996.72	2.13745	1.14234
7.63524	996.715	2.13984	1.14475
7.6465	996.711	2.14224	1.14716
7.65775	996.706	2.14464	1.14958
7.66899	996.701	2.14703	1.15199
7.68022	996.696	2.14943	1.1544
7.69143	996.691	2.15182	1.15681
7.70263	996.687	2.15422	1.15922
7.71382	996.682	2.15662	1.16163
7.72499	996.677	2.15901	1.16405
7.73615	996.672	2.16141	1.16646
7.7473	996.667	2.1638	1.16887
7.75844	996.663	2.1662	1.17128
7.76957	996.658	2.1686	1.1737
7.78068	996.653	2.17099	1.17611
7.79179	996.648	2.17339	1.17852
7.80288	996.643	2.17578	1.18093
7.81395	996.638	2.17818	1.18334
7.82502	996.634	2.18058	1.18576
7.83607	996.629	2.18297	1.18817
7.84712	996.624	2.18537	1.19058
7.85815	996.619	2.18776	1.19299
7.86916	996.614	2.19016	1.19541
7.88017	996.61	2.19256	1.19782
7.89116	996.605	2.19495	1.20023
7.90215	996.6	2.19735	1.20264
7.91312	996.595	2.19974	1.20506
7.92408	996.59	2.20214	1.20747
7.93502	996.586	2.20454	1.20988
7.94596	996.581	2.20693	1.21229
7.95688	996.576	2.20933	1.21471
7.96779	996.571	2.21172	1.21712
7.97869	996.566	2.21412	1.21953
7.98958	996.562	2.21652	1.22194
8.00046	996.557	2.21891	1.22436
8.01132	996.552	2.22131	1.22677
8.02218	996.547	2.2237	1.22918
8.03302	996.542	2.2261	1.23159
8.04385	996.537	2.2285	1.23401
8.05467	996.533	2.23089	1.23642
8.06548	996.528	2.23329	1.23883
8.07627	996.523	2.23569	1.24125
8.08706	996.518	2.23808	1.24366
8.09783	996.513	2.24048	1.24607
8.10859	996.509	2.24287	1.24848
8.11934	996.504	2.24527	1.2509
8.13008	996.499	2.24767	1.25331
8.14081	996.494	2.25006	1.25572
8.15153	996.489	2.25246	1.25814
8.16223	996.485	2.25485	1.26055
8.17293	996.48	2.25725	1.26296
8.18361	996.475	2.25965	1.26538
8.19428	996.47	2.26204	1.26779
8.20494	996.465	2.26444	1.2702
8.21559	996.461	2.26684	1.27262
8.22623	996.456	2.26923	1.27503
8.23686	996.451	2.27163	1.27744
8.24747	996.446	2.27402	1.27986
8.25808	996.441	2.27642	1.28227
8.26867	996.436	2.27882	1.28468
8.27926	996.432	2.28121	1.2871
8.28983	996.427	2.28361	1.28951
8.30039	996.422	2.28601	1.29192
8.31094	996.417	2.2884	1.29434
8.32148	996.412	2.2908	1.29675
8.33201	996.408	2.29319	1.29917
8.34253	996.403	2.29559	1.30158
8.35303	996.398	2.29799	1.30399
8.36353	996.393	2.30038	1.30641
8.37401	996.388	2.30278	1.30882
8.38449	996.384	2.30518	1.31123
8.39495	996.379	2.30757	1.31365
8.40541	996.374	2.30997	1.31606
8.41585	996.369	2.31237	1.31848
8.42628	996.364	2.31476	1.32089
8.4367	996.36	2.31716	1.3233
8.44711	996.355	2.31955	1.32572
8.45751	996.35	2.32195	1.32813
8.4679	996.345	2.32435	1.33055
8.47828	996.34	2.32674	1.33296
8.48865	996.335	2.32914	1.33537
8.499	996.331	2.33154	1.33779
8.50935	996.326	2.33393	1.3402
8.51969	996.321	2.33633	1.34262
8.53001	996.316	2.33873	1.34503
8.54033	996.311	2.34112	1.34744
8.55063	996.307	2.34352	1.34986
8.56093	996.302	2.34592	1.35227
8.57121	996.297	2.34831	1.35469
8.58149	996.292	2.35071	1.3571
8.59175	996.287	2.35311	1.35952
8.602	996.283	2.3555	1.36193
8.61225	996.278	2.3579	1.36435
8.62248	996.273	2.3603	1.36676
8.6327	996.268	2.36269	1.36917
8.64291	996.263	2.36509	1.37159
8.65312	996.259	2.36748	1.374
8.66331	996.254	2.36988	1.37642
8.67349	996.249	2.37228	1.37883
8.68366	996.244	2.37467	1.38125
8.69382	996.239	2.37707	1.38366
8.70397	996.234	2.37947	1.38608
8.71412	996.23	2.38186	1.38849
8.72425	996.225	2.38426	1.39091
8.73437	996.22	2.38666	1.39332
8.74448	996.215	2.38905	1.39574
8.75458	996.21	2.39145	1.39815
8.76467	996.206	2.39385	1.40057
8.77475	996.201	2.39624	1.40298
8.78483	996.196	2.39864	1.4054
8.79489	996.191	2.40104	1.40781
8.80494	996.186	2.40343	1.41023
8.81498	996.182	2.40583	1.41264
8.82501	996.177	2.40823	1.41506
8.83503	996.172	2.41062	1.41747
8.84505	996.167	2.41302	1.41989
8.85505	996.162	2.41542	1.4223
8.86504	996.157	2.41781	1.42472
8.87502	996.153	2.42021	1.42713
8.885	996.148	2.42261	1.42955
8.89496	996.143	2.425	1.43196
8.90491	996.138	2.4274	1.43438
8.91486	996.133	2.4298	1.4368
8.92479	996.129	2.4322	1.43921
8.93472	996.124	2.43459	1.44163
8.94463	996.119	2.43699	1.44404
8.95454	996.114	2.43939	1.44646
8.96443	996.109	2.44178	1.44887
8.97432	996.105	2.44418	1.45129
8.98419	996.1	2.44658	1.4537
8.99406	996.095	2.44897	1.45612
9.00392	996.09	2.45137	1.45854
9.01377	996.085	2.45377	1.46095
9.02361	996.08	2.45616	1.46337
9.03344	996.076	2.45856	1.46578
9.04325	996.071	2.46096	1.4682
9.05306	996.066	2.46335	1.47062
9.06287	996.061	2.46575	1.47303
9.07266	996.056	2.46815	1.47545
9.08244	996.052	2.47055	1.47786
9.09221	996.047	2.47294	1.48028
9.10198	996.042	2.47534	1.4827
9.11173	996.037	2.47774	1.48511
9.12147	996.032	2.48013	1.48753
9.13121	996.028	2.48253	1.48994
9.14094	996.023	2.48493	1.49236
9.15065	996.018	2.48732	1.49478
9.16036	996.013	2.48972	1.49719
9.17006	996.008	2.49212	1.49961
9.17975	996.003	2.49452	1.50203
9.18943	995.999	2.49691	1.50444
9.1991	995.994	2.49931	1.50686
9.20876	995.989	2.50171	1.50928
9.21842	995.984	2.5041	1.51169
9.22806	995.979	2.5065	1.51411
9.23769	995.975	2.5089	1.51652
9.24732	995.97	2.5113	1.51894
9.25694	995.965	2.51369	1.52136
9.26654	995.96	2.51609	1.52377
9.27614	995.955	2.51849	1.52619
9.28573	995.951	2.52088	1.52861
9.29531	995.946	2.52328	1.53102
9.30488	995.941	2.52568	1.53344
9.31445	995.936	2.52808	1.53586
9.324	995.931	2.53047	1.53828
9.33354	995.926	2.53287	1.54069
9.34308	995.922	2.53527	1.54311
9.35261	995.917	2.53766	1.54553
9.36213	995.912	2.54006	1.54794
9.37164	995.907	2.54246	1.55036
9.38114	995.902	2.54486	1.55278
9.39063	995.898	2.54725	1.55519
9.40011	995.893	2.54965	1.55761
9.40958	995.888	2.55205	1.56003
9.41905	995.883	2.55445	1.56245
9.42851	995.878	2.55684	1.56486
9.43795	995.873	2.55924	1.56728
9.44739	995.869	2.56164	1.5697
9.45682	995.864	2.56403	1.57212
9.46625	995.859	2.56643	1.57453
9.47566	995.854	2.56883	1.57695
9.48506	995.849	2.57123	1.57937
9.49446	995.845	2.57362	1.58178
9.50385	995.84	2.57602	1.5842
9.51323	995.835	2.57842	1.58662
9.5226	995.83	2.58082	1.58904
9.53196	995.825	2.58321	1.59146
9.54131	995.821	2.58561	1.59387
9.55065	995.816	2.58801	1.59629
9.55999	995.811	2.59041	1.59871
9.56932	995.806	2.5928	1.60113
9.57864	995.801	2.5952	1.60354
9.58795	995.796	2.5976	1.60596
9.59725	995.792	2.6	1.60838
9.60654	995.787	2.60239	1.6108
9.61583	995.782	2.60479	1.61322
9.6251	995.777	2.60719	1.61563
9.63437	995.772	2.60959	1.61805
9.64363	995.768	2.61198	1.62047
9.65288	995.763	2.61438	1.62289
9.66213	995.758	2.61678	1.62531
9.67136	995.753	2.61918	1.62772
9.68059	995.748	2.62157	1.63014
9.68981	995.743	2.62397	1.63256
9.69902	995.739	2.62637	1.63498
9.70822	995.734	2.62877	1.6374
9.71741	995.729	2.63117	1.63981
9.7266	995.724	2.63356	1.64223
9.73577	995.719	2.63596	1.64465
9.74494	995.715	2.63836	1.64707
9.7541	995.71	2.64076	1.64949
9.76326	995.705	2.64315	1.65191
9.7724	995.7	2.64555	1.65433
9.78154	995.695	2.64795	1.65674
9.79067	995.69	2.65035	1.65916
9.79978	995.686	2.65274	1.66158
9.8089	995.681	2.65514	1.664
9.818	995.676	2.65754	1.66642
9.8271	995.671	2.65994	1.66884
9.83618	995.666	2.66234	1.67126
9.84526	995.662	2.66473	1.67368
9.85433	995.657	2.66713	1.67609
9.8634	995.652	2.66953	1.67851
9.87245	995.647	2.67193	1.68093
9.8815	995.642	2.67433	1.68335
9.89054	995.638	2.67672	1.68577
9.89957	995.633	2.67912	1.68819
9.9086	995.628	2.68152	1.69061
9.91761	995.623	2.68392	1.69303
9.92662	995.618	2.68631	1.69545
9.93562	995.613	2.68871	1.69787
9.94461	995.609	2.69111	1.70028
9.95359	995.604	2.69351	1.7027
9.96257	995.599	2.69591	1.70512
9.97154	995.594	2.6983	1.70754
9.9805	995.589	2.7007	1.70996
9.98945	995.585	2.7031	1.71238
9.9984	995.58	2.7055	1.7148
10.0073	995.575	2.7079	1.71722
10.0163	995.57	2.71029	1.71964
10.0252	995.565	2.71269	1.72206
10.0341	995.56	2.71509	1.72448
10.043	995.556	2.71749	1.7269
10.0519	995.551	2.71989	1.72932
10.0608	995.546	2.72229	1.73174
10.0697	995.541	2.72468	1.73416
10.0786	995.536	2.72708	1.73658
10.0874	995.532	2.72948	1.739
10.0963	995.527	2.73188	1.74142
10.1051	995.522	2.73428	1.74384
10.114	995.517	2.73667	1.74626
10.1228	995.512	2.73907	1.74868
10.1316	995.507	2.74147	1.7511
10.1405	995.503	2.74387	1.75352
10.1493	995.498	2.74627	1.75594
10.1581	995.493	2.74867	1.75836
10.1669	995.488	2.75106	1.76078
