t	S	I	R
93.3	339.91	8.88668e-05	660.09
93.4	339.91	8.71623e-05	660.09
93.5	339.91	8.54905e-05	660.09
93.6	339.91	8.38508e-05	660.09
93.7	339.91	8.22426e-05	660.09
93.8	339.91	8.06651e-05	660.09
93.9	339.91	7.9118e-05	660.09
94	339.91	7.76005e-05	660.09
94.1	339.91	7.61121e-05	660.09
94.2	339.91	7.46523e-05	660.09
94.3	339.91	7.32204e-05	660.09
94.4	339.91	7.18161e-05	660.09
94.5	339.91	7.04386e-05	660.09
94.6	339.91	6.90876e-05	660.09
94.7	339.91	6.77625e-05	660.09
94.8	339.91	6.64628e-05	660.09
94.9	339.91	6.51881e-05	660.09
95	339.91	6.39378e-05	660.09
95.1	339.91	6.27114e-05	660.09
95.2	339.91	6.15086e-05	660.09
95.3	339.91	6.03289e-05	660.09
95.4	339.91	5.91718e-05	660.09
95.5	339.91	5.80369e-05	660.09
95.6	339.91	5.69237e-05	660.09
95.7	339.91	5.58319e-05	660.09
95.8	339.91	5.4761e-05	660.09
95.9	339.91	5.37107e-05	660.09
96	339.91	5.26806e-05	660.09
96.1	339.91	5.16701e-05	660.09
96.2	339.91	5.06791e-05	660.09
96.3	339.91	4.97071e-05	660.09
96.4	339.91	4.87537e-05	660.09
96.5	339.91	4.78186e-05	660.09
96.6	339.91	4.69014e-05	660.09
96.7	339.91	4.60019e-05	660.09
96.8	339.91	4.51195e-05	660.09
96.9	339.91	4.42541e-05	660.09
97	339.91	4.34053e-05	660.09
97.1	339.91	4.25728e-05	660.09
97.2	339.91	4.17563e-05	660.09
97.3	339.91	4.09554e-05	660.09
97.4	339.91	4.01699e-05	660.09
97.5	339.91	3.93994e-05	660.09
97.6	339.91	3.86437e-05	660.09
97.7	339.91	3.79025e-05	660.09
97.8	339.91	3.71756e-05	660.09
97.9	339.91	3.64625e-05	660.09
98	339.91	3.57632e-05	660.09
98.1	339.91	3.50772e-05	660.09
98.2	339.91	3.44045e-05	660.09
98.3	339.91	3.37446e-05	660.09
98.4	339.91	3.30974e-05	660.09
98.5	339.91	3.24625e-05	660.09
98.6	339.91	3.18399e-05	660.09
98.7	339.91	3.12292e-05	660.09
98.8	339.91	3.06302e-05	660.09
98.9	339.91	3.00427e-05	660.09
99	339.91	2.94665e-05	660.09
99.1	339.91	2.89014e-05	660.09
99.2	339.91	2.8347e-05	660.09
99.3	339.91	2.78033e-05	660.09
99.4	339.91	2.72701e-05	660.09
99.5	339.91	2.6747e-05	660.09
99.6	339.91	2.6234e-05	660.09
99.7	339.91	2.57308e-05	660.09
99.8	339.91	2.52373e-05	660.09
99.9	339.91	2.47533e-05	660.09
100	339.91	2.42785e-05	660.09
