t	S	I	R
0	572	1	427
0.01	571.999	1.00014	427.001
0.02	571.998	1.00029	427.002
0.03	571.997	1.00043	427.003
0.04	571.995	1.00058	427.004
0.05	571.994	1.00072	427.005
0.06	571.993	1.00086	427.006
0.07	571.992	1.00101	427.007
0.08	571.991	1.00115	427.008
0.09	571.99	1.0013	427.009
0.1	571.989	1.00144	427.01
0.11	571.987	1.00159	427.011
0.12	571.986	1.00173	427.012
0.13	571.985	1.00187	427.013
0.14	571.984	1.00202	427.014
0.15	571.983	1.00216	427.015
0.16	571.982	1.00231	427.016
0.17	571.981	1.00245	427.017
0.18	571.979	1.0026	427.018
0.19	571.978	1.00274	427.019
0.2	571.977	1.00288	427.02
0.21	571.976	1.00303	427.021
0.22	571.975	1.00317	427.022
0.23	571.974	1.00332	427.023
0.24	571.972	1.00346	427.024
0.25	571.971	1.00361	427.025
0.26	571.97	1.00375	427.026
0.27	571.969	1.00389	427.027
0.28	571.968	1.00404	427.028
0.29	571.967	1.00418	427.029
0.3	571.966	1.00433	427.03
0.31	571.964	1.00447	427.031
0.32	571.963	1.00462	427.032
0.33	571.962	1.00476	427.033
0.34	571.961	1.00491	427.034
0.35	571.96	1.00505	427.035
0.36	571.959	1.0052	427.036
0.37	571.958	1.00534	427.037
0.38	571.956	1.00549	427.038
0.39	571.955	1.00563	427.039
0.4	571.954	1.00577	427.04
0.41	571.953	1.00592	427.041
0.42	571.952	1.00606	427.042
0.43	571.951	1.00621	427.043
0.44	571.95	1.00635	427.044
0.45	571.948	1.0065	427.045
0.46	571.947	1.00664	427.046
0.47	571.946	1.00679	427.047
0.48	571.945	1.00693	427.048
0.49	571.944	1.00708	427.049
0.5	571.943	1.00722	427.05
0.51	571.941	1.00737	427.051
0.52	571.94	1.00751	427.052
0.53	571.939	1.00766	427.053
0.54	571.938	1.0078	427.054
0.55	571.937	1.00795	427.055
0.56	571.936	1.00809	427.056
0.57	571.935	1.00824	427.057
0.58	571.933	1.00838	427.058
0.59	571.932	1.00853	427.059
0.6	571.931	1.00867	427.06
0.61	571.93	1.00882	427.061
0.62	571.929	1.00896	427.062
0.63	571.928	1.00911	427.063
0.64	571.926	1.00925	427.064
0.65	571.925	1.0094	427.065
0.66	571.924	1.00954	427.066
0.67	571.923	1.00969	427.067
0.68	571.922	1.00983	427.068
0.69	571.921	1.00998	427.069
0.7	571.92	1.01013	427.07
0.71	571.918	1.01027	427.071
0.72	571.917	1.01042	427.072
0.73	571.916	1.01056	427.073
0.74	571.915	1.01071	427.074
0.75	571.914	1.01085	427.075
0.76	571.913	1.011	427.076
0.77	571.911	1.01114	427.077
0.78	571.91	1.01129	427.078
0.79	571.909	1.01143	427.079
0.8	571.908	1.01158	427.08
0.81	571.907	1.01172	427.081
0.82	571.906	1.01187	427.082
0.83	571.904	1.01202	427.083
0.84	571.903	1.01216	427.085
0.85	571.902	1.01231	427.086
0.86	571.901	1.01245	427.087
0.87	571.9	1.0126	427.088
0.88	571.899	1.01274	427.089
0.89	571.898	1.01289	427.09
0.9	571.896	1.01304	427.091
0.91	571.895	1.01318	427.092
0.92	571.894	1.01333	427.093
0.93	571.893	1.01347	427.094
0.94	571.892	1.01362	427.095
0.95	571.891	1.01376	427.096
0.96	571.889	1.01391	427.097
0.97	571.888	1.01406	427.098
0.98	571.887	1.0142	427.099
0.99	571.886	1.01435	427.1
1	571.885	1.01449	427.101
1.01	571.884	1.01464	427.102
1.02	571.882	1.01478	427.103
1.03	571.881	1.01493	427.104
1.04	571.88	1.01508	427.105
1.05	571.879	1.01522	427.106
1.06	571.878	1.01537	427.107
1.07	571.877	1.01551	427.108
1.08	571.875	1.01566	427.109
1.09	571.874	1.01581	427.11
1.1	571.873	1.01595	427.111
1.11	571.872	1.0161	427.112
1.12	571.871	1.01624	427.113
1.13	571.87	1.01639	427.114
1.14	571.869	1.01654	427.115
1.15	571.867	1.01668	427.116
1.16	571.866	1.01683	427.117
1.17	571.865	1.01698	427.118
1.18	571.864	1.01712	427.119
1.19	571.863	1.01727	427.12
1.2	571.862	1.01741	427.121
1.21	571.86	1.01756	427.122
1.22	571.859	1.01771	427.123
1.23	571.858	1.01785	427.124
1.24	571.857	1.018	427.125
1.25	571.856	1.01815	427.126
1.26	571.855	1.01829	427.127
1.27	571.853	1.01844	427.128
1.28	571.852	1.01858	427.129
1.29	571.851	1.01873	427.13
1.3	571.85	1.01888	427.131
1.31	571.849	1.01902	427.132
1.32	571.848	1.01917	427.133
1.33	571.846	1.01932	427.134
1.34	571.845	1.01946	427.135
1.35	571.844	1.01961	427.136
1.36	571.843	1.01976	427.137
1.37	571.842	1.0199	427.138
1.38	571.841	1.02005	427.139
1.39	571.839	1.0202	427.14
1.4	571.838	1.02034	427.141
1.41	571.837	1.02049	427.142
1.42	571.836	1.02064	427.143
1.43	571.835	1.02078	427.144
1.44	571.834	1.02093	427.146
1.45	571.832	1.02108	427.147
1.46	571.831	1.02122	427.148
1.47	571.83	1.02137	427.149
1.48	571.829	1.02152	427.15
1.49	571.828	1.02166	427.151
1.5	571.827	1.02181	427.152
1.51	571.825	1.02196	427.153
1.52	571.824	1.0221	427.154
1.53	571.823	1.02225	427.155
1.54	571.822	1.0224	427.156
1.55	571.821	1.02254	427.157
1.56	571.82	1.02269	427.158
1.57	571.818	1.02284	427.159
1.58	571.817	1.02298	427.16
1.59	571.816	1.02313	427.161
1.6	571.815	1.02328	427.162
1.61	571.814	1.02342	427.163
1.62	571.813	1.02357	427.164
1.63	571.811	1.02372	427.165
1.64	571.81	1.02387	427.166
1.65	571.809	1.02401	427.167
1.66	571.808	1.02416	427.168
1.67	571.807	1.02431	427.169
1.68	571.805	1.02445	427.17
1.69	571.804	1.0246	427.171
1.7	571.803	1.02475	427.172
1.71	571.802	1.0249	427.173
1.72	571.801	1.02504	427.174
1.73	571.8	1.02519	427.175
1.74	571.798	1.02534	427.176
1.75	571.797	1.02548	427.177
1.76	571.796	1.02563	427.178
1.77	571.795	1.02578	427.179
1.78	571.794	1.02593	427.18
1.79	571.793	1.02607	427.181
1.8	571.791	1.02622	427.182
1.81	571.79	1.02637	427.183
1.82	571.789	1.02652	427.184
1.83	571.788	1.02666	427.185
1.84	571.787	1.02681	427.186
1.85	571.786	1.02696	427.187
1.86	571.784	1.02711	427.189
1.87	571.783	1.02725	427.19
1.88	571.782	1.0274	427.191
1.89	571.781	1.02755	427.192
1.9	571.78	1.0277	427.193
1.91	571.779	1.02784	427.194
1.92	571.777	1.02799	427.195
1.93	571.776	1.02814	427.196
1.94	571.775	1.02829	427.197
1.95	571.774	1.02843	427.198
1.96	571.773	1.02858	427.199
1.97	571.771	1.02873	427.2
1.98	571.77	1.02888	427.201
1.99	571.769	1.02902	427.202
2	571.768	1.02917	427.203
2.01	571.767	1.02932	427.204
2.02	571.766	1.02947	427.205
2.03	571.764	1.02962	427.206
2.04	571.763	1.02976	427.207
2.05	571.762	1.02991	427.208
2.06	571.761	1.03006	427.209
2.07	571.76	1.03021	427.21
2.08	571.758	1.03035	427.211
2.09	571.757	1.0305	427.212
2.1	571.756	1.03065	427.213
2.11	571.755	1.0308	427.214
2.12	571.754	1.03095	427.215
2.13	571.753	1.03109	427.216
2.14	571.751	1.03124	427.217
2.15	571.75	1.03139	427.218
2.16	571.749	1.03154	427.219
2.17	571.748	1.03169	427.22
2.18	571.747	1.03183	427.221
2.19	571.746	1.03198	427.222
2.2	571.744	1.03213	427.224
2.21	571.743	1.03228	427.225
2.22	571.742	1.03243	427.226
2.23	571.741	1.03257	427.227
2.24	571.74	1.03272	427.228
2.25	571.738	1.03287	427.229
2.26	571.737	1.03302	427.23
2.27	571.736	1.03317	427.231
2.28	571.735	1.03332	427.232
2.29	571.734	1.03346	427.233
2.3	571.733	1.03361	427.234
2.31	571.731	1.03376	427.235
2.32	571.73	1.03391	427.236
2.33	571.729	1.03406	427.237
2.34	571.728	1.03421	427.238
2.35	571.727	1.03435	427.239
2.36	571.725	1.0345	427.24
2.37	571.724	1.03465	427.241
2.38	571.723	1.0348	427.242
2.39	571.722	1.03495	427.243
2.4	571.721	1.0351	427.244
2.41	571.72	1.03524	427.245
2.42	571.718	1.03539	427.246
2.43	571.717	1.03554	427.247
2.44	571.716	1.03569	427.248
2.45	571.715	1.03584	427.249
2.46	571.714	1.03599	427.25
2.47	571.712	1.03614	427.251
2.48	571.711	1.03628	427.252
2.49	571.71	1.03643	427.254
2.5	571.709	1.03658	427.255
2.51	571.708	1.03673	427.256
2.52	571.706	1.03688	427.257
2.53	571.705	1.03703	427.258
2.54	571.704	1.03718	427.259
2.55	571.703	1.03733	427.26
2.56	571.702	1.03747	427.261
2.57	571.701	1.03762	427.262
2.58	571.699	1.03777	427.263
2.59	571.698	1.03792	427.264
2.6	571.697	1.03807	427.265
2.61	571.696	1.03822	427.266
2.62	571.695	1.03837	427.267
2.63	571.693	1.03852	427.268
2.64	571.692	1.03866	427.269
2.65	571.691	1.03881	427.27
2.66	571.69	1.03896	427.271
2.67	571.689	1.03911	427.272
2.68	571.688	1.03926	427.273
2.69	571.686	1.03941	427.274
2.7	571.685	1.03956	427.275
2.71	571.684	1.03971	427.276
2.72	571.683	1.03986	427.277
2.73	571.682	1.04001	427.278
2.74	571.68	1.04016	427.279
2.75	571.679	1.0403	427.281
2.76	571.678	1.04045	427.282
2.77	571.677	1.0406	427.283
2.78	571.676	1.04075	427.284
2.79	571.674	1.0409	427.285
2.8	571.673	1.04105	427.286
2.81	571.672	1.0412	427.287
2.82	571.671	1.04135	427.288
2.83	571.67	1.0415	427.289
2.84	571.668	1.04165	427.29
2.85	571.667	1.0418	427.291
2.86	571.666	1.04195	427.292
2.87	571.665	1.0421	427.293
2.88	571.664	1.04224	427.294
2.89	571.663	1.04239	427.295
2.9	571.661	1.04254	427.296
2.91	571.66	1.04269	427.297
2.92	571.659	1.04284	427.298
2.93	571.658	1.04299	427.299
2.94	571.657	1.04314	427.3
2.95	571.655	1.04329	427.301
2.96	571.654	1.04344	427.302
2.97	571.653	1.04359	427.303
2.98	571.652	1.04374	427.304
2.99	571.651	1.04389	427.306
3	571.649	1.04404	427.307
3.01	571.648	1.04419	427.308
3.02	571.647	1.04434	427.309
3.03	571.646	1.04449	427.31
3.04	571.645	1.04464	427.311
3.05	571.643	1.04479	427.312
3.06	571.642	1.04494	427.313
3.07	571.641	1.04509	427.314
3.08	571.64	1.04524	427.315
3.09	571.639	1.04539	427.316
3.1	571.637	1.04554	427.317
3.11	571.636	1.04569	427.318
3.12	571.635	1.04584	427.319
3.13	571.634	1.04599	427.32
3.14	571.633	1.04614	427.321
3.15	571.631	1.04628	427.322
3.16	571.63	1.04643	427.323
3.17	571.629	1.04658	427.324
3.18	571.628	1.04673	427.325
3.19	571.627	1.04688	427.326
3.2	571.625	1.04703	427.327
3.21	571.624	1.04718	427.329
3.22	571.623	1.04733	427.33
3.23	571.622	1.04748	427.331
3.24	571.621	1.04763	427.332
3.25	571.619	1.04778	427.333
3.26	571.618	1.04793	427.334
3.27	571.617	1.04809	427.335
3.28	571.616	1.04824	427.336
3.29	571.615	1.04839	427.337
3.3	571.614	1.04854	427.338
3.31	571.612	1.04869	427.339
3.32	571.611	1.04884	427.34
3.33	571.61	1.04899	427.341
3.34	571.609	1.04914	427.342
3.35	571.608	1.04929	427.343
3.36	571.606	1.04944	427.344
3.37	571.605	1.04959	427.345
3.38	571.604	1.04974	427.346
3.39	571.603	1.04989	427.347
3.4	571.602	1.05004	427.348
3.41	571.6	1.05019	427.35
3.42	571.599	1.05034	427.351
3.43	571.598	1.05049	427.352
3.44	571.597	1.05064	427.353
3.45	571.596	1.05079	427.354
3.46	571.594	1.05094	427.355
3.47	571.593	1.05109	427.356
3.48	571.592	1.05124	427.357
3.49	571.591	1.05139	427.358
3.5	571.589	1.05154	427.359
3.51	571.588	1.05169	427.36
3.52	571.587	1.05184	427.361
3.53	571.586	1.05199	427.362
3.54	571.585	1.05215	427.363
3.55	571.583	1.0523	427.364
3.56	571.582	1.05245	427.365
3.57	571.581	1.0526	427.366
3.58	571.58	1.05275	427.367
3.59	571.579	1.0529	427.368
3.6	571.577	1.05305	427.369
3.61	571.576	1.0532	427.371
3.62	571.575	1.05335	427.372
3.63	571.574	1.0535	427.373
3.64	571.573	1.05365	427.374
3.65	571.571	1.0538	427.375
3.66	571.57	1.05395	427.376
3.67	571.569	1.05411	427.377
3.68	571.568	1.05426	427.378
3.69	571.567	1.05441	427.379
3.7	571.565	1.05456	427.38
3.71	571.564	1.05471	427.381
3.72	571.563	1.05486	427.382
3.73	571.562	1.05501	427.383
3.74	571.561	1.05516	427.384
3.75	571.559	1.05531	427.385
3.76	571.558	1.05546	427.386
3.77	571.557	1.05562	427.387
3.78	571.556	1.05577	427.388
3.79	571.555	1.05592	427.39
3.8	571.553	1.05607	427.391
3.81	571.552	1.05622	427.392
3.82	571.551	1.05637	427.393
3.83	571.55	1.05652	427.394
3.84	571.549	1.05667	427.395
3.85	571.547	1.05682	427.396
3.86	571.546	1.05698	427.397
3.87	571.545	1.05713	427.398
3.88	571.544	1.05728	427.399
3.89	571.542	1.05743	427.4
3.9	571.541	1.05758	427.401
3.91	571.54	1.05773	427.402
3.92	571.539	1.05788	427.403
3.93	571.538	1.05803	427.404
3.94	571.536	1.05819	427.405
3.95	571.535	1.05834	427.406
3.96	571.534	1.05849	427.407
3.97	571.533	1.05864	427.409
3.98	571.532	1.05879	427.41
3.99	571.53	1.05894	427.411
4	571.529	1.05909	427.412
4.01	571.528	1.05925	427.413
4.02	571.527	1.0594	427.414
4.03	571.526	1.05955	427.415
4.04	571.524	1.0597	427.416
4.05	571.523	1.05985	427.417
4.06	571.522	1.06	427.418
4.07	571.521	1.06016	427.419
4.08	571.519	1.06031	427.42
4.09	571.518	1.06046	427.421
4.1	571.517	1.06061	427.422
4.11	571.516	1.06076	427.423
4.12	571.515	1.06091	427.424
4.13	571.513	1.06107	427.426
4.14	571.512	1.06122	427.427
4.15	571.511	1.06137	427.428
4.16	571.51	1.06152	427.429
4.17	571.509	1.06167	427.43
4.18	571.507	1.06183	427.431
4.19	571.506	1.06198	427.432
4.2	571.505	1.06213	427.433
4.21	571.504	1.06228	427.434
4.22	571.503	1.06243	427.435
4.23	571.501	1.06258	427.436
4.24	571.5	1.06274	427.437
4.25	571.499	1.06289	427.438
4.26	571.498	1.06304	427.439
4.27	571.496	1.06319	427.44
4.28	571.495	1.06334	427.441
4.29	571.494	1.0635	427.443
4.3	571.493	1.06365	427.444
4.31	571.492	1.0638	427.445
4.32	571.49	1.06395	427.446
4.33	571.489	1.06411	427.447
4.34	571.488	1.06426	427.448
4.35	571.487	1.06441	427.449
4.36	571.485	1.06456	427.45
4.37	571.484	1.06471	427.451
4.38	571.483	1.06487	427.452
4.39	571.482	1.06502	427.453
4.4	571.481	1.06517	427.454
4.41	571.479	1.06532	427.455
4.42	571.478	1.06548	427.456
4.43	571.477	1.06563	427.457
4.44	571.476	1.06578	427.458
4.45	571.475	1.06593	427.46
4.46	571.473	1.06608	427.461
4.47	571.472	1.06624	427.462
4.48	571.471	1.06639	427.463
4.49	571.47	1.06654	427.464
4.5	571.468	1.06669	427.465
4.51	571.467	1.06685	427.466
4.52	571.466	1.067	427.467
4.53	571.465	1.06715	427.468
4.54	571.464	1.0673	427.469
4.55	571.462	1.06746	427.47
4.56	571.461	1.06761	427.471
4.57	571.46	1.06776	427.472
4.58	571.459	1.06791	427.473
4.59	571.457	1.06807	427.474
4.6	571.456	1.06822	427.476
4.61	571.455	1.06837	427.477
4.62	571.454	1.06853	427.478
4.63	571.453	1.06868	427.479
4.64	571.451	1.06883	427.48
4.65	571.45	1.06898	427.481
4.66	571.449	1.06914	427.482
4.67	571.448	1.06929	427.483
4.68	571.446	1.06944	427.484
4.69	571.445	1.0696	427.485
4.7	571.444	1.06975	427.486
4.71	571.443	1.0699	427.487
4.72	571.442	1.07005	427.488
4.73	571.44	1.07021	427.489
4.74	571.439	1.07036	427.491
4.75	571.438	1.07051	427.492
4.76	571.437	1.07067	427.493
4.77	571.435	1.07082	427.494
4.78	571.434	1.07097	427.495
4.79	571.433	1.07112	427.496
4.8	571.432	1.07128	427.497
4.81	571.431	1.07143	427.498
4.82	571.429	1.07158	427.499
4.83	571.428	1.07174	427.5
4.84	571.427	1.07189	427.501
4.85	571.426	1.07204	427.502
4.86	571.424	1.0722	427.503
4.87	571.423	1.07235	427.504
4.88	571.422	1.0725	427.506
4.89	571.421	1.07266	427.507
4.9	571.42	1.07281	427.508
4.91	571.418	1.07296	427.509
4.92	571.417	1.07312	427.51
4.93	571.416	1.07327	427.511
4.94	571.415	1.07342	427.512
4.95	571.413	1.07358	427.513
4.96	571.412	1.07373	427.514
4.97	571.411	1.07388	427.515
4.98	571.41	1.07404	427.516
4.99	571.408	1.07419	427.517
5	571.407	1.07434	427.518
5.01	571.406	1.0745	427.519
5.02	571.405	1.07465	427.521
5.03	571.404	1.0748	427.522
5.04	571.402	1.07496	427.523
5.05	571.401	1.07511	427.524
5.06	571.4	1.07526	427.525
5.07	571.399	1.07542	427.526
5.08	571.397	1.07557	427.527
5.09	571.396	1.07572	427.528
5.1	571.395	1.07588	427.529
5.11	571.394	1.07603	427.53
5.12	571.393	1.07618	427.531
5.13	571.391	1.07634	427.532
5.14	571.39	1.07649	427.533
5.15	571.389	1.07665	427.535
5.16	571.388	1.0768	427.536
5.17	571.386	1.07695	427.537
5.18	571.385	1.07711	427.538
5.19	571.384	1.07726	427.539
5.2	571.383	1.07741	427.54
5.21	571.381	1.07757	427.541
5.22	571.38	1.07772	427.542
5.23	571.379	1.07788	427.543
5.24	571.378	1.07803	427.544
5.25	571.377	1.07818	427.545
5.26	571.375	1.07834	427.546
5.27	571.374	1.07849	427.547
5.28	571.373	1.07865	427.549
5.29	571.372	1.0788	427.55
5.3	571.37	1.07895	427.551
5.31	571.369	1.07911	427.552
5.32	571.368	1.07926	427.553
5.33	571.367	1.07942	427.554
5.34	571.365	1.07957	427.555
5.35	571.364	1.07972	427.556
5.36	571.363	1.07988	427.557
5.37	571.362	1.08003	427.558
5.38	571.36	1.08019	427.559
5.39	571.359	1.08034	427.56
5.4	571.358	1.0805	427.561
5.41	571.357	1.08065	427.563
5.42	571.356	1.0808	427.564
5.43	571.354	1.08096	427.565
5.44	571.353	1.08111	427.566
5.45	571.352	1.08127	427.567
5.46	571.351	1.08142	427.568
5.47	571.349	1.08158	427.569
5.48	571.348	1.08173	427.57
5.49	571.347	1.08188	427.571
5.5	571.346	1.08204	427.572
5.51	571.344	1.08219	427.573
5.52	571.343	1.08235	427.574
5.53	571.342	1.0825	427.576
5.54	571.341	1.08266	427.577
5.55	571.339	1.08281	427.578
5.56	571.338	1.08296	427.579
5.57	571.337	1.08312	427.58
5.58	571.336	1.08327	427.581
5.59	571.335	1.08343	427.582
5.6	571.333	1.08358	427.583
5.61	571.332	1.08374	427.584
5.62	571.331	1.08389	427.585
5.63	571.33	1.08405	427.586
5.64	571.328	1.0842	427.587
5.65	571.327	1.08436	427.589
5.66	571.326	1.08451	427.59
5.67	571.325	1.08467	427.591
5.68	571.323	1.08482	427.592
5.69	571.322	1.08498	427.593
5.7	571.321	1.08513	427.594
5.71	571.32	1.08528	427.595
5.72	571.318	1.08544	427.596
5.73	571.317	1.08559	427.597
5.74	571.316	1.08575	427.598
5.75	571.315	1.0859	427.599
5.76	571.313	1.08606	427.6
5.77	571.312	1.08621	427.602
5.78	571.311	1.08637	427.603
5.79	571.31	1.08652	427.604
5.8	571.308	1.08668	427.605
5.81	571.307	1.08683	427.606
5.82	571.306	1.08699	427.607
5.83	571.305	1.08714	427.608
5.84	571.304	1.0873	427.609
5.85	571.302	1.08745	427.61
5.86	571.301	1.08761	427.611
5.87	571.3	1.08776	427.612
5.88	571.299	1.08792	427.614
5.89	571.297	1.08807	427.615
5.9	571.296	1.08823	427.616
5.91	571.295	1.08838	427.617
5.92	571.294	1.08854	427.618
5.93	571.292	1.0887	427.619
5.94	571.291	1.08885	427.62
5.95	571.29	1.08901	427.621
5.96	571.289	1.08916	427.622
5.97	571.287	1.08932	427.623
5.98	571.286	1.08947	427.624
5.99	571.285	1.08963	427.626
6	571.284	1.08978	427.627
6.01	571.282	1.08994	427.628
6.02	571.281	1.09009	427.629
6.03	571.28	1.09025	427.63
6.04	571.279	1.0904	427.631
6.05	571.277	1.09056	427.632
6.06	571.276	1.09071	427.633
6.07	571.275	1.09087	427.634
6.08	571.274	1.09103	427.635
6.09	571.272	1.09118	427.636
6.1	571.271	1.09134	427.638
6.11	571.27	1.09149	427.639
6.12	571.269	1.09165	427.64
6.13	571.267	1.0918	427.641
6.14	571.266	1.09196	427.642
6.15	571.265	1.09212	427.643
6.16	571.264	1.09227	427.644
6.17	571.262	1.09243	427.645
6.18	571.261	1.09258	427.646
6.19	571.26	1.09274	427.647
6.2	571.259	1.09289	427.648
6.21	571.257	1.09305	427.65
6.22	571.256	1.09321	427.651
6.23	571.255	1.09336	427.652
6.24	571.254	1.09352	427.653
6.25	571.252	1.09367	427.654
6.26	571.251	1.09383	427.655
6.27	571.25	1.09398	427.656
6.28	571.249	1.09414	427.657
6.29	571.247	1.0943	427.658
6.3	571.246	1.09445	427.659
6.31	571.245	1.09461	427.66
6.32	571.244	1.09476	427.662
6.33	571.242	1.09492	427.663
6.34	571.241	1.09508	427.664
6.35	571.24	1.09523	427.665
6.36	571.239	1.09539	427.666
6.37	571.237	1.09554	427.667
6.38	571.236	1.0957	427.668
6.39	571.235	1.09586	427.669
6.4	571.234	1.09601	427.67
6.41	571.232	1.09617	427.671
6.42	571.231	1.09633	427.673
6.43	571.23	1.09648	427.674
6.44	571.229	1.09664	427.675
6.45	571.227	1.09679	427.676
6.46	571.226	1.09695	427.677
6.47	571.225	1.09711	427.678
6.48	571.224	1.09726	427.679
6.49	571.222	1.09742	427.68
6.5	571.221	1.09758	427.681
6.51	571.22	1.09773	427.682
6.52	571.219	1.09789	427.683
6.53	571.217	1.09804	427.685
6.54	571.216	1.0982	427.686
6.55	571.215	1.09836	427.687
6.56	571.214	1.09851	427.688
6.57	571.212	1.09867	427.689
6.58	571.211	1.09883	427.69
6.59	571.21	1.09898	427.691
6.6	571.209	1.09914	427.692
6.61	571.207	1.0993	427.693
6.62	571.206	1.09945	427.694
6.63	571.205	1.09961	427.696
6.64	571.204	1.09977	427.697
6.65	571.202	1.09992	427.698
6.66	571.201	1.10008	427.699
6.67	571.2	1.10024	427.7
6.68	571.199	1.10039	427.701
6.69	571.197	1.10055	427.702
6.7	571.196	1.10071	427.703
6.71	571.195	1.10086	427.704
6.72	571.194	1.10102	427.705
6.73	571.192	1.10118	427.707
6.74	571.191	1.10133	427.708
6.75	571.19	1.10149	427.709
6.76	571.188	1.10165	427.71
6.77	571.187	1.1018	427.711
6.78	571.186	1.10196	427.712
6.79	571.185	1.10212	427.713
6.8	571.183	1.10227	427.714
6.81	571.182	1.10243	427.715
6.82	571.181	1.10259	427.716
6.83	571.18	1.10275	427.718
6.84	571.178	1.1029	427.719
6.85	571.177	1.10306	427.72
6.86	571.176	1.10322	427.721
6.87	571.175	1.10337	427.722
6.88	571.173	1.10353	427.723
6.89	571.172	1.10369	427.724
6.9	571.171	1.10384	427.725
6.91	571.17	1.104	427.726
6.92	571.168	1.10416	427.728
6.93	571.167	1.10432	427.729
6.94	571.166	1.10447	427.73
6.95	571.165	1.10463	427.731
6.96	571.163	1.10479	427.732
6.97	571.162	1.10495	427.733
6.98	571.161	1.1051	427.734
6.99	571.159	1.10526	427.735
7	571.158	1.10542	427.736
7.01	571.157	1.10557	427.737
7.02	571.156	1.10573	427.739
7.03	571.154	1.10589	427.74
7.04	571.153	1.10605	427.741
7.05	571.152	1.1062	427.742
7.06	571.151	1.10636	427.743
7.07	571.149	1.10652	427.744
7.08	571.148	1.10668	427.745
7.09	571.147	1.10683	427.746
7.1	571.146	1.10699	427.747
7.11	571.144	1.10715	427.749
7.12	571.143	1.10731	427.75
7.13	571.142	1.10746	427.751
7.14	571.141	1.10762	427.752
7.15	571.139	1.10778	427.753
7.16	571.138	1.10794	427.754
7.17	571.137	1.10809	427.755
7.18	571.135	1.10825	427.756
7.19	571.134	1.10841	427.757
7.2	571.133	1.10857	427.759
7.21	571.132	1.10872	427.76
7.22	571.13	1.10888	427.761
7.23	571.129	1.10904	427.762
7.24	571.128	1.1092	427.763
7.25	571.127	1.10936	427.764
7.26	571.125	1.10951	427.765
7.27	571.124	1.10967	427.766
7.28	571.123	1.10983	427.767
7.29	571.122	1.10999	427.768
7.3	571.12	1.11015	427.77
7.31	571.119	1.1103	427.771
7.32	571.118	1.11046	427.772
7.33	571.116	1.11062	427.773
7.34	571.115	1.11078	427.774
7.35	571.114	1.11094	427.775
7.36	571.113	1.11109	427.776
7.37	571.111	1.11125	427.777
7.38	571.11	1.11141	427.778
7.39	571.109	1.11157	427.78
7.4	571.108	1.11173	427.781
7.41	571.106	1.11188	427.782
7.42	571.105	1.11204	427.783
7.43	571.104	1.1122	427.784
7.44	571.102	1.11236	427.785
7.45	571.101	1.11252	427.786
7.46	571.1	1.11267	427.787
7.47	571.099	1.11283	427.788
7.48	571.097	1.11299	427.79
7.49	571.096	1.11315	427.791
7.5	571.095	1.11331	427.792
7.51	571.094	1.11347	427.793
7.52	571.092	1.11362	427.794
7.53	571.091	1.11378	427.795
7.54	571.09	1.11394	427.796
7.55	571.088	1.1141	427.797
7.56	571.087	1.11426	427.799
7.57	571.086	1.11442	427.8
7.58	571.085	1.11457	427.801
7.59	571.083	1.11473	427.802
7.6	571.082	1.11489	427.803
7.61	571.081	1.11505	427.804
7.62	571.08	1.11521	427.805
7.63	571.078	1.11537	427.806
7.64	571.077	1.11553	427.807
7.65	571.076	1.11568	427.809
7.66	571.074	1.11584	427.81
7.67	571.073	1.116	427.811
7.68	571.072	1.11616	427.812
7.69	571.071	1.11632	427.813
7.7	571.069	1.11648	427.814
7.71	571.068	1.11664	427.815
7.72	571.067	1.1168	427.816
7.73	571.066	1.11695	427.817
7.74	571.064	1.11711	427.819
7.75	571.063	1.11727	427.82
7.76	571.062	1.11743	427.821
7.77	571.06	1.11759	427.822
7.78	571.059	1.11775	427.823
7.79	571.058	1.11791	427.824
7.8	571.057	1.11807	427.825
7.81	571.055	1.11822	427.826
7.82	571.054	1.11838	427.828
7.83	571.053	1.11854	427.829
7.84	571.052	1.1187	427.83
7.85	571.05	1.11886	427.831
7.86	571.049	1.11902	427.832
7.87	571.048	1.11918	427.833
7.88	571.046	1.11934	427.834
7.89	571.045	1.1195	427.835
7.9	571.044	1.11966	427.836
7.91	571.043	1.11981	427.838
7.92	571.041	1.11997	427.839
7.93	571.04	1.12013	427.84
7.94	571.039	1.12029	427.841
7.95	571.037	1.12045	427.842
7.96	571.036	1.12061	427.843
7.97	571.035	1.12077	427.844
7.98	571.034	1.12093	427.845
7.99	571.032	1.12109	427.847
8	571.031	1.12125	427.848
8.01	571.03	1.12141	427.849
8.02	571.028	1.12157	427.85
8.03	571.027	1.12173	427.851
8.04	571.026	1.12188	427.852
8.05	571.025	1.12204	427.853
8.06	571.023	1.1222	427.854
8.07	571.022	1.12236	427.856
8.08	571.021	1.12252	427.857
8.09	571.02	1.12268	427.858
8.1	571.018	1.12284	427.859
8.11	571.017	1.123	427.86
8.12	571.016	1.12316	427.861
8.13	571.014	1.12332	427.862
8.14	571.013	1.12348	427.863
8.15	571.012	1.12364	427.865
8.16	571.011	1.1238	427.866
8.17	571.009	1.12396	427.867
8.18	571.008	1.12412	427.868
8.19	571.007	1.12428	427.869
8.2	571.005	1.12444	427.87
8.21	571.004	1.1246	427.871
8.22	571.003	1.12476	427.872
8.23	571.002	1.12492	427.874
8.24	571	1.12508	427.875
