t	S	I	R
0	999	1	0
0.01	998.998	1.001	0.00100067
0.02	998.996	1.002	0.00200233
0.03	998.994	1.003	0.003005
0.04	998.992	1.004	0.00400866
0.05	998.99	1.005	0.00501333
0.06	998.988	1.00601	0.006019
0.07	998.986	1.00701	0.00702568
0.08	998.984	1.00802	0.00803336
0.09	998.982	1.00902	0.00904205
0.1	998.98	1.01003	0.0100517
0.11	998.978	1.01104	0.0110624
0.12	998.976	1.01205	0.0120742
0.13	998.974	1.01306	0.0130869
0.14	998.972	1.01407	0.0141006
0.15	998.97	1.01508	0.0151154
0.16	998.968	1.0161	0.0161311
0.17	998.966	1.01711	0.0171479
0.18	998.964	1.01813	0.0181657
0.19	998.962	1.01915	0.0191845
0.2	998.96	1.02016	0.0202043
0.21	998.958	1.02118	0.0212252
0.22	998.956	1.0222	0.022247
0.23	998.954	1.02322	0.0232699
0.24	998.951	1.02424	0.0242938
0.25	998.949	1.02527	0.0253187
0.26	998.947	1.02629	0.0263447
0.27	998.945	1.02732	0.0273717
0.28	998.943	1.02834	0.0283997
0.29	998.941	1.02937	0.0294287
0.3	998.939	1.0304	0.0304587
0.31	998.937	1.03142	0.0314898
0.32	998.935	1.03245	0.0325219
0.33	998.933	1.03349	0.0335551
0.34	998.931	1.03452	0.0345892
0.35	998.929	1.03555	0.0356245
0.36	998.927	1.03658	0.0366607
0.37	998.925	1.03762	0.037698
0.38	998.923	1.03866	0.0387363
0.39	998.921	1.03969	0.0397756
0.4	998.918	1.04073	0.040816
0.41	998.916	1.04177	0.0418574
0.42	998.914	1.04281	0.0428999
0.43	998.912	1.04385	0.0439434
0.44	998.91	1.04489	0.0449879
0.45	998.908	1.04594	0.0460335
0.46	998.906	1.04698	0.0470802
0.47	998.904	1.04803	0.0481278
0.48	998.902	1.04907	0.0491766
0.49	998.9	1.05012	0.0502263
0.5	998.898	1.05117	0.0512772
0.51	998.895	1.05222	0.052329
0.52	998.893	1.05327	0.0533819
0.53	998.891	1.05432	0.0544359
0.54	998.889	1.05537	0.0554909
0.55	998.887	1.05643	0.056547
0.56	998.885	1.05748	0.0576041
0.57	998.883	1.05854	0.0586623
0.58	998.881	1.05959	0.0597216
0.59	998.879	1.06065	0.0607819
0.6	998.876	1.06171	0.0618432
0.61	998.874	1.06277	0.0629057
0.62	998.872	1.06383	0.0639691
0.63	998.87	1.0649	0.0650337
0.64	998.868	1.06596	0.0660993
0.65	998.866	1.06702	0.0671659
0.66	998.864	1.06809	0.0682337
0.67	998.862	1.06915	0.0693025
0.68	998.859	1.07022	0.0703723
0.69	998.857	1.07129	0.0714433
0.7	998.855	1.07236	0.0725153
0.71	998.853	1.07343	0.0735884
0.72	998.851	1.0745	0.0746625
0.73	998.849	1.07557	0.0757377
0.74	998.847	1.07665	0.076814
0.75	998.844	1.07772	0.0778914
0.76	998.842	1.0788	0.0789698
0.77	998.84	1.07988	0.0800493
0.78	998.838	1.08095	0.0811299
0.79	998.836	1.08203	0.0822116
0.8	998.834	1.08311	0.0832943
0.81	998.831	1.0842	0.0843782
0.82	998.829	1.08528	0.0854631
0.83	998.827	1.08636	0.0865491
0.84	998.825	1.08745	0.0876362
0.85	998.823	1.08853	0.0887244
0.86	998.821	1.08962	0.0898136
0.87	998.818	1.09071	0.0909039
0.88	998.816	1.09179	0.0919954
0.89	998.814	1.09288	0.0930879
0.9	998.812	1.09398	0.0941815
0.91	998.81	1.09507	0.0952762
0.92	998.807	1.09616	0.096372
0.93	998.805	1.09725	0.0974689
0.94	998.803	1.09835	0.0985669
0.95	998.801	1.09945	0.099666
0.96	998.799	1.10054	0.100766
0.97	998.796	1.10164	0.101867
0.98	998.794	1.10274	0.10297
0.99	998.792	1.10384	0.104073
1	998.79	1.10495	0.105178
1.01	998.788	1.10605	0.106284
1.02	998.785	1.10715	0.10739
1.03	998.783	1.10826	0.108498
1.04	998.781	1.10936	0.109607
1.05	998.779	1.11047	0.110717
1.06	998.777	1.11158	0.111829
1.07	998.774	1.11269	0.112941
1.08	998.772	1.1138	0.114054
1.09	998.77	1.11491	0.115169
1.1	998.768	1.11602	0.116284
1.11	998.765	1.11714	0.117401
1.12	998.763	1.11825	0.118519
1.13	998.761	1.11937	0.119638
1.14	998.759	1.12049	0.120758
1.15	998.757	1.12161	0.121879
1.16	998.754	1.12273	0.123002
1.17	998.752	1.12385	0.124125
1.18	998.75	1.12497	0.12525
1.19	998.748	1.12609	0.126376
1.2	998.745	1.12721	0.127502
1.21	998.743	1.12834	0.12863
1.22	998.741	1.12947	0.129759
1.23	998.739	1.13059	0.13089
1.24	998.736	1.13172	0.132021
1.25	998.734	1.13285	0.133154
1.26	998.732	1.13398	0.134287
1.27	998.729	1.13511	0.135422
1.28	998.727	1.13625	0.136558
1.29	998.725	1.13738	0.137695
1.3	998.723	1.13852	0.138833
1.31	998.72	1.13965	0.139972
1.32	998.718	1.14079	0.141113
1.33	998.716	1.14193	0.142254
1.34	998.714	1.14307	0.143397
1.35	998.711	1.14421	0.144541
1.36	998.709	1.14535	0.145686
1.37	998.707	1.14649	0.146832
1.38	998.704	1.14764	0.147979
1.39	998.702	1.14878	0.149127
1.4	998.7	1.14993	0.150277
1.41	998.697	1.15108	0.151428
1.42	998.695	1.15223	0.152579
1.43	998.693	1.15338	0.153732
1.44	998.691	1.15453	0.154887
1.45	998.688	1.15568	0.156042
1.46	998.686	1.15683	0.157198
1.47	998.684	1.15799	0.158356
1.48	998.681	1.15914	0.159515
1.49	998.679	1.1603	0.160675
1.5	998.677	1.16146	0.161836
1.51	998.674	1.16262	0.162998
1.52	998.672	1.16378	0.164161
1.53	998.67	1.16494	0.165326
1.54	998.667	1.1661	0.166492
1.55	998.665	1.16727	0.167658
1.56	998.663	1.16843	0.168827
1.57	998.66	1.1696	0.169996
1.58	998.658	1.17077	0.171166
1.59	998.656	1.17193	0.172338
1.6	998.653	1.1731	0.17351
1.61	998.651	1.17427	0.174684
1.62	998.649	1.17545	0.175859
1.63	998.646	1.17662	0.177036
1.64	998.644	1.17779	0.178213
1.65	998.642	1.17897	0.179391
1.66	998.639	1.18014	0.180571
1.67	998.637	1.18132	0.181752
1.68	998.635	1.1825	0.182934
1.69	998.632	1.18368	0.184118
1.7	998.63	1.18486	0.185302
1.71	998.627	1.18605	0.186488
1.72	998.625	1.18723	0.187675
1.73	998.623	1.18841	0.188863
1.74	998.62	1.1896	0.190052
1.75	998.618	1.19079	0.191242
1.76	998.616	1.19197	0.192434
1.77	998.613	1.19316	0.193626
1.78	998.611	1.19435	0.19482
1.79	998.608	1.19555	0.196016
1.8	998.606	1.19674	0.197212
1.81	998.604	1.19793	0.198409
1.82	998.601	1.19913	0.199608
1.83	998.599	1.20033	0.200808
1.84	998.596	1.20152	0.202009
1.85	998.594	1.20272	0.203212
1.86	998.592	1.20392	0.204415
1.87	998.589	1.20512	0.20562
1.88	998.587	1.20633	0.206826
1.89	998.584	1.20753	0.208033
1.9	998.582	1.20874	0.209241
1.91	998.58	1.20994	0.210451
1.92	998.577	1.21115	0.211661
1.93	998.575	1.21236	0.212873
1.94	998.572	1.21357	0.214087
1.95	998.57	1.21478	0.215301
1.96	998.567	1.21599	0.216517
1.97	998.565	1.2172	0.217733
1.98	998.563	1.21842	0.218951
1.99	998.56	1.21963	0.220171
2	998.558	1.22085	0.221391
2.01	998.555	1.22207	0.222613
2.02	998.553	1.22329	0.223836
2.03	998.55	1.22451	0.22506
2.04	998.548	1.22573	0.226285
2.05	998.546	1.22695	0.227512
2.06	998.543	1.22818	0.228739
2.07	998.541	1.2294	0.229968
2.08	998.538	1.23063	0.231199
2.09	998.536	1.23186	0.23243
2.1	998.533	1.23309	0.233663
2.11	998.531	1.23432	0.234897
2.12	998.528	1.23555	0.236132
2.13	998.526	1.23678	0.237368
2.14	998.523	1.23801	0.238606
2.15	998.521	1.23925	0.239845
2.16	998.518	1.24049	0.241085
2.17	998.516	1.24172	0.242326
2.18	998.513	1.24296	0.243568
2.19	998.511	1.2442	0.244812
2.2	998.508	1.24544	0.246057
2.21	998.506	1.24669	0.247304
2.22	998.504	1.24793	0.248551
2.23	998.501	1.24918	0.2498
2.24	998.499	1.25042	0.25105
2.25	998.496	1.25167	0.252301
2.26	998.494	1.25292	0.253554
2.27	998.491	1.25417	0.254807
2.28	998.489	1.25542	0.256062
2.29	998.486	1.25667	0.257319
2.3	998.483	1.25793	0.258576
2.31	998.481	1.25918	0.259835
2.32	998.478	1.26044	0.261095
2.33	998.476	1.26169	0.262356
2.34	998.473	1.26295	0.263619
2.35	998.471	1.26421	0.264882
2.36	998.468	1.26547	0.266148
2.37	998.466	1.26674	0.267414
2.38	998.463	1.268	0.268681
2.39	998.461	1.26926	0.26995
2.4	998.458	1.27053	0.27122
2.41	998.456	1.2718	0.272492
2.42	998.453	1.27307	0.273764
2.43	998.451	1.27434	0.275038
2.44	998.448	1.27561	0.276313
2.45	998.446	1.27688	0.27759
2.46	998.443	1.27815	0.278868
2.47	998.44	1.27943	0.280147
2.48	998.438	1.28071	0.281427
2.49	998.435	1.28198	0.282709
2.5	998.433	1.28326	0.283991
2.51	998.43	1.28454	0.285275
2.52	998.428	1.28582	0.286561
2.53	998.425	1.28711	0.287848
2.54	998.422	1.28839	0.289136
2.55	998.42	1.28968	0.290425
2.56	998.417	1.29096	0.291715
2.57	998.415	1.29225	0.293007
2.58	998.412	1.29354	0.2943
2.59	998.41	1.29483	0.295595
2.6	998.407	1.29612	0.29689
2.61	998.404	1.29741	0.298187
2.62	998.402	1.29871	0.299486
2.63	998.399	1.3	0.300785
2.64	998.397	1.3013	0.302086
2.65	998.394	1.3026	0.303388
2.66	998.391	1.3039	0.304692
2.67	998.389	1.3052	0.305996
2.68	998.386	1.3065	0.307302
2.69	998.384	1.3078	0.30861
2.7	998.381	1.30911	0.309918
2.71	998.378	1.31041	0.311228
2.72	998.376	1.31172	0.31254
2.73	998.373	1.31303	0.313852
2.74	998.37	1.31434	0.315166
2.75	998.368	1.31565	0.316481
2.76	998.365	1.31696	0.317798
2.77	998.363	1.31827	0.319116
2.78	998.36	1.31959	0.320435
2.79	998.357	1.3209	0.321755
2.8	998.355	1.32222	0.323077
2.81	998.352	1.32354	0.3244
2.82	998.349	1.32486	0.325725
2.83	998.347	1.32618	0.32705
2.84	998.344	1.32751	0.328378
2.85	998.341	1.32883	0.329706
2.86	998.339	1.33015	0.331036
2.87	998.336	1.33148	0.332367
2.88	998.333	1.33281	0.333699
2.89	998.331	1.33414	0.335033
2.9	998.328	1.33547	0.336368
2.91	998.325	1.3368	0.337704
2.92	998.323	1.33813	0.339042
2.93	998.32	1.33947	0.340381
2.94	998.317	1.3408	0.341721
2.95	998.315	1.34214	0.343063
2.96	998.312	1.34348	0.344406
2.97	998.309	1.34482	0.34575
2.98	998.307	1.34616	0.347096
2.99	998.304	1.3475	0.348443
3	998.301	1.34885	0.349791
3.01	998.299	1.35019	0.351141
3.02	998.296	1.35154	0.352492
3.03	998.293	1.35289	0.353845
3.04	998.291	1.35424	0.355199
3.05	998.288	1.35559	0.356554
3.06	998.285	1.35694	0.35791
3.07	998.282	1.35829	0.359268
3.08	998.28	1.35965	0.360627
3.09	998.277	1.361	0.361988
3.1	998.274	1.36236	0.36335
3.11	998.272	1.36372	0.364713
3.12	998.269	1.36508	0.366078
3.13	998.266	1.36644	0.367444
3.14	998.263	1.3678	0.368811
3.15	998.261	1.36917	0.37018
3.16	998.258	1.37053	0.37155
3.17	998.255	1.3719	0.372921
3.18	998.252	1.37327	0.374294
3.19	998.25	1.37463	0.375668
3.2	998.247	1.37601	0.377044
3.21	998.244	1.37738	0.378421
3.22	998.241	1.37875	0.379799
3.23	998.239	1.38013	0.381178
3.24	998.236	1.3815	0.38256
3.25	998.233	1.38288	0.383942
3.26	998.23	1.38426	0.385326
3.27	998.228	1.38564	0.386711
3.28	998.225	1.38702	0.388097
3.29	998.222	1.3884	0.389485
3.3	998.219	1.38979	0.390875
3.31	998.217	1.39117	0.392265
3.32	998.214	1.39256	0.393658
3.33	998.211	1.39395	0.395051
3.34	998.208	1.39534	0.396446
3.35	998.205	1.39673	0.397842
3.36	998.203	1.39812	0.39924
3.37	998.2	1.39952	0.400639
3.38	998.197	1.40091	0.402039
3.39	998.194	1.40231	0.403441
3.4	998.191	1.40371	0.404844
3.41	998.189	1.40511	0.406249
3.42	998.186	1.40651	0.407655
3.43	998.183	1.40791	0.409063
3.44	998.18	1.40931	0.410471
3.45	998.177	1.41072	0.411882
3.46	998.175	1.41213	0.413293
3.47	998.172	1.41353	0.414706
3.48	998.169	1.41494	0.416121
3.49	998.166	1.41635	0.417537
3.5	998.163	1.41777	0.418954
3.51	998.16	1.41918	0.420373
3.52	998.158	1.42059	0.421793
3.53	998.155	1.42201	0.423214
3.54	998.152	1.42343	0.424637
3.55	998.149	1.42485	0.426062
3.56	998.146	1.42627	0.427488
3.57	998.143	1.42769	0.428915
3.58	998.141	1.42911	0.430343
3.59	998.138	1.43054	0.431773
3.6	998.135	1.43196	0.433205
3.61	998.132	1.43339	0.434638
3.62	998.129	1.43482	0.436072
3.63	998.126	1.43625	0.437508
3.64	998.123	1.43768	0.438945
3.65	998.121	1.43912	0.440384
3.66	998.118	1.44055	0.441824
3.67	998.115	1.44199	0.443265
3.68	998.112	1.44342	0.444708
3.69	998.109	1.44486	0.446153
3.7	998.106	1.4463	0.447599
3.71	998.103	1.44774	0.449046
3.72	998.1	1.44919	0.450494
3.73	998.097	1.45063	0.451945
3.74	998.095	1.45208	0.453396
3.75	998.092	1.45353	0.454849
3.76	998.089	1.45497	0.456304
3.77	998.086	1.45643	0.45776
3.78	998.083	1.45788	0.459217
3.79	998.08	1.45933	0.460676
3.8	998.077	1.46079	0.462136
3.81	998.074	1.46224	0.463598
3.82	998.071	1.4637	0.465061
3.83	998.068	1.46516	0.466526
3.84	998.065	1.46662	0.467992
3.85	998.062	1.46808	0.46946
3.86	998.06	1.46954	0.470929
3.87	998.057	1.47101	0.472399
3.88	998.054	1.47247	0.473871
3.89	998.051	1.47394	0.475345
3.9	998.048	1.47541	0.47682
3.91	998.045	1.47688	0.478296
3.92	998.042	1.47835	0.479774
3.93	998.039	1.47983	0.481253
3.94	998.036	1.4813	0.482734
3.95	998.033	1.48278	0.484216
3.96	998.03	1.48426	0.4857
3.97	998.027	1.48574	0.487185
3.98	998.024	1.48722	0.488672
3.99	998.021	1.4887	0.49016
4	998.018	1.49018	0.49165
4.01	998.015	1.49167	0.493141
4.02	998.012	1.49316	0.494634
4.03	998.009	1.49464	0.496128
4.04	998.006	1.49613	0.497623
4.05	998.003	1.49762	0.499121
4.06	998	1.49912	0.500619
4.07	997.997	1.50061	0.502119
4.08	997.994	1.50211	0.503621
4.09	997.991	1.5036	0.505124
4.1	997.988	1.5051	0.506629
4.11	997.985	1.5066	0.508135
4.12	997.982	1.5081	0.509642
4.13	997.979	1.50961	0.511151
4.14	997.976	1.51111	0.512662
4.15	997.973	1.51262	0.514174
4.16	997.97	1.51412	0.515688
4.17	997.967	1.51563	0.517203
4.18	997.964	1.51714	0.51872
4.19	997.961	1.51866	0.520238
4.2	997.958	1.52017	0.521757
4.21	997.955	1.52168	0.523279
4.22	997.952	1.5232	0.524801
4.23	997.949	1.52472	0.526325
4.24	997.946	1.52624	0.527851
4.25	997.943	1.52776	0.529378
4.26	997.94	1.52928	0.530907
4.27	997.937	1.53081	0.532438
4.28	997.934	1.53233	0.533969
4.29	997.931	1.53386	0.535503
4.3	997.928	1.53539	0.537038
4.31	997.925	1.53692	0.538574
4.32	997.921	1.53845	0.540112
4.33	997.918	1.53998	0.541651
4.34	997.915	1.54152	0.543192
4.35	997.912	1.54305	0.544735
4.36	997.909	1.54459	0.546279
4.37	997.906	1.54613	0.547825
4.38	997.903	1.54767	0.549372
4.39	997.9	1.54921	0.55092
4.4	997.897	1.55076	0.552471
4.41	997.894	1.5523	0.554023
4.42	997.891	1.55385	0.555576
4.43	997.887	1.5554	0.557131
4.44	997.884	1.55695	0.558687
4.45	997.881	1.5585	0.560245
4.46	997.878	1.56005	0.561805
4.47	997.875	1.5616	0.563366
4.48	997.872	1.56316	0.564928
4.49	997.869	1.56472	0.566493
4.5	997.866	1.56628	0.568058
4.51	997.863	1.56784	0.569626
4.52	997.859	1.5694	0.571195
4.53	997.856	1.57096	0.572765
4.54	997.853	1.57253	0.574337
4.55	997.85	1.5741	0.575911
4.56	997.847	1.57566	0.577486
4.57	997.844	1.57723	0.579062
4.58	997.841	1.57881	0.580641
4.59	997.837	1.58038	0.582221
4.6	997.834	1.58195	0.583802
4.61	997.831	1.58353	0.585385
4.62	997.828	1.58511	0.58697
4.63	997.825	1.58669	0.588556
4.64	997.822	1.58827	0.590143
4.65	997.818	1.58985	0.591733
4.66	997.815	1.59143	0.593324
4.67	997.812	1.59302	0.594916
4.68	997.809	1.59461	0.59651
4.69	997.806	1.59619	0.598106
4.7	997.803	1.59778	0.599703
4.71	997.799	1.59938	0.601302
4.72	997.796	1.60097	0.602902
4.73	997.793	1.60257	0.604504
4.74	997.79	1.60416	0.606108
4.75	997.787	1.60576	0.607713
4.76	997.783	1.60736	0.60932
4.77	997.78	1.60896	0.610929
4.78	997.777	1.61056	0.612539
4.79	997.774	1.61217	0.61415
4.8	997.77	1.61377	0.615764
4.81	997.767	1.61538	0.617378
4.82	997.764	1.61699	0.618995
4.83	997.761	1.6186	0.620613
4.84	997.758	1.62021	0.622233
4.85	997.754	1.62183	0.623854
4.86	997.751	1.62344	0.625477
4.87	997.748	1.62506	0.627101
4.88	997.745	1.62668	0.628727
4.89	997.741	1.6283	0.630355
4.9	997.738	1.62992	0.631985
4.91	997.735	1.63155	0.633616
4.92	997.732	1.63317	0.635248
4.93	997.728	1.6348	0.636882
4.94	997.725	1.63643	0.638518
4.95	997.722	1.63806	0.640156
4.96	997.719	1.63969	0.641795
4.97	997.715	1.64132	0.643436
4.98	997.712	1.64296	0.645078
4.99	997.709	1.64459	0.646722
5	997.705	1.64623	0.648368
5.01	997.702	1.64787	0.650015
5.02	997.699	1.64951	0.651664
5.03	997.696	1.65116	0.653315
5.04	997.692	1.6528	0.654967
5.05	997.689	1.65445	0.656621
5.06	997.686	1.65609	0.658276
5.07	997.682	1.65774	0.659934
5.08	997.679	1.65939	0.661593
5.09	997.676	1.66105	0.663253
5.1	997.672	1.6627	0.664915
5.11	997.669	1.66436	0.666579
5.12	997.666	1.66602	0.668244
5.13	997.662	1.66767	0.669912
5.14	997.659	1.66934	0.67158
5.15	997.656	1.671	0.673251
5.16	997.652	1.67266	0.674923
5.17	997.649	1.67433	0.676597
5.18	997.646	1.676	0.678272
5.19	997.642	1.67767	0.679949
5.2	997.639	1.67934	0.681628
5.21	997.636	1.68101	0.683308
5.22	997.632	1.68268	0.684991
5.23	997.629	1.68436	0.686674
5.24	997.626	1.68604	0.68836
5.25	997.622	1.68772	0.690047
5.26	997.619	1.6894	0.691736
5.27	997.615	1.69108	0.693426
5.28	997.612	1.69276	0.695119
5.29	997.609	1.69445	0.696812
5.3	997.605	1.69614	0.698508
5.31	997.602	1.69783	0.700205
5.32	997.599	1.69952	0.701904
5.33	997.595	1.70121	0.703605
5.34	997.592	1.7029	0.705307
5.35	997.588	1.7046	0.707011
5.36	997.585	1.7063	0.708717
5.37	997.582	1.70799	0.710424
5.38	997.578	1.7097	0.712134
5.39	997.575	1.7114	0.713844
5.4	997.571	1.7131	0.715557
5.41	997.568	1.71481	0.717271
5.42	997.564	1.71652	0.718987
5.43	997.561	1.71823	0.720705
5.44	997.558	1.71994	0.722424
5.45	997.554	1.72165	0.724145
5.46	997.551	1.72336	0.725868
5.47	997.547	1.72508	0.727592
5.48	997.544	1.7268	0.729319
5.49	997.54	1.72852	0.731047
5.5	997.537	1.73024	0.732776
5.51	997.534	1.73196	0.734508
5.52	997.53	1.73369	0.736241
5.53	997.527	1.73541	0.737976
5.54	997.523	1.73714	0.739712
5.55	997.52	1.73887	0.74145
5.56	997.516	1.7406	0.743191
5.57	997.513	1.74233	0.744932
5.58	997.509	1.74407	0.746676
5.59	997.506	1.7458	0.748421
5.6	997.502	1.74754	0.750168
5.61	997.499	1.74928	0.751917
5.62	997.495	1.75102	0.753667
5.63	997.492	1.75277	0.755419
5.64	997.488	1.75451	0.757173
5.65	997.485	1.75626	0.758929
5.66	997.481	1.75801	0.760686
5.67	997.478	1.75976	0.762445
5.68	997.474	1.76151	0.764206
5.69	997.471	1.76326	0.765969
5.7	997.467	1.76502	0.767734
5.71	997.464	1.76678	0.7695
5.72	997.46	1.76854	0.771268
5.73	997.457	1.7703	0.773037
5.74	997.453	1.77206	0.774809
5.75	997.45	1.77382	0.776582
5.76	997.446	1.77559	0.778357
5.77	997.443	1.77736	0.780134
5.78	997.439	1.77913	0.781912
5.79	997.435	1.7809	0.783693
5.8	997.432	1.78267	0.785475
5.81	997.428	1.78445	0.787259
5.82	997.425	1.78622	0.789044
5.83	997.421	1.788	0.790832
5.84	997.418	1.78978	0.792621
5.85	997.414	1.79156	0.794412
5.86	997.41	1.79335	0.796205
5.87	997.407	1.79513	0.797999
5.88	997.403	1.79692	0.799795
5.89	997.4	1.79871	0.801594
5.9	997.396	1.8005	0.803393
5.91	997.393	1.80229	0.805195
5.92	997.389	1.80408	0.806999
5.93	997.385	1.80588	0.808804
5.94	997.382	1.80768	0.810611
5.95	997.378	1.80948	0.81242
5.96	997.374	1.81128	0.814231
5.97	997.371	1.81308	0.816043
5.98	997.367	1.81489	0.817857
5.99	997.364	1.81669	0.819673
6	997.36	1.8185	0.821491
6.01	997.356	1.82031	0.823311
6.02	997.353	1.82212	0.825133
6.03	997.349	1.82394	0.826956
6.04	997.345	1.82575	0.828781
6.05	997.342	1.82757	0.830608
6.06	997.338	1.82939	0.832437
6.07	997.335	1.83121	0.834267
6.08	997.331	1.83303	0.8361
6.09	997.327	1.83486	0.837934
6.1	997.324	1.83668	0.83977
6.11	997.32	1.83851	0.841608
6.12	997.316	1.84034	0.843448
6.13	997.313	1.84217	0.845289
6.14	997.309	1.844	0.847133
6.15	997.305	1.84584	0.848978
6.16	997.301	1.84768	0.850825
6.17	997.298	1.84952	0.852674
6.18	997.294	1.85136	0.854525
6.19	997.29	1.8532	0.856377
6.2	997.287	1.85504	0.858232
6.21	997.283	1.85689	0.860088
6.22	997.279	1.85874	0.861946
6.23	997.276	1.86059	0.863806
6.24	997.272	1.86244	0.865668
6.25	997.268	1.86429	0.867531
6.26	997.264	1.86615	0.869397
6.27	997.261	1.86801	0.871264
6.28	997.257	1.86986	0.873134
6.29	997.253	1.87173	0.875005
6.3	997.25	1.87359	0.876878
6.31	997.246	1.87545	0.878753
6.32	997.242	1.87732	0.880629
6.33	997.238	1.87919	0.882508
6.34	997.235	1.88106	0.884388
6.35	997.231	1.88293	0.886271
6.36	997.227	1.8848	0.888155
6.37	997.223	1.88668	0.890041
6.38	997.22	1.88856	0.891929
6.39	997.216	1.89043	0.893818
6.4	997.212	1.89232	0.89571
6.41	997.208	1.8942	0.897604
6.42	997.204	1.89608	0.899499
6.43	997.201	1.89797	0.901397
6.44	997.197	1.89986	0.903296
6.45	997.193	1.90175	0.905197
6.46	997.189	1.90364	0.9071
6.47	997.185	1.90554	0.909005
6.48	997.182	1.90743	0.910912
6.49	997.178	1.90933	0.91282
6.5	997.174	1.91123	0.914731
6.51	997.17	1.91313	0.916643
6.52	997.166	1.91504	0.918558
6.53	997.163	1.91694	0.920474
6.54	997.159	1.91885	0.922392
6.55	997.155	1.92076	0.924312
6.56	997.151	1.92267	0.926234
6.57	997.147	1.92458	0.928158
6.58	997.143	1.9265	0.930084
6.59	997.14	1.92841	0.932012
6.6	997.136	1.93033	0.933942
6.61	997.132	1.93225	0.935873
6.62	997.128	1.93417	0.937807
6.63	997.124	1.9361	0.939742
6.64	997.12	1.93802	0.94168
6.65	997.116	1.93995	0.943619
6.66	997.113	1.94188	0.94556
6.67	997.109	1.94381	0.947503
6.68	997.105	1.94575	0.949449
6.69	997.101	1.94768	0.951396
6.7	997.097	1.94962	0.953345
6.71	997.093	1.95156	0.955295
6.72	997.089	1.9535	0.957248
6.73	997.085	1.95545	0.959203
6.74	997.081	1.95739	0.96116
6.75	997.078	1.95934	0.963119
6.76	997.074	1.96129	0.965079
6.77	997.07	1.96324	0.967042
6.78	997.066	1.96519	0.969006
6.79	997.062	1.96715	0.970973
6.8	997.058	1.9691	0.972941
6.81	997.054	1.97106	0.974912
6.82	997.05	1.97302	0.976884
6.83	997.046	1.97499	0.978858
6.84	997.042	1.97695	0.980835
6.85	997.038	1.97892	0.982813
6.86	997.034	1.98089	0.984793
6.87	997.03	1.98286	0.986775
6.88	997.026	1.98483	0.98876
6.89	997.022	1.9868	0.990746
6.9	997.018	1.98878	0.992734
6.91	997.015	1.99076	0.994724
6.92	997.011	1.99274	0.996716
6.93	997.007	1.99472	0.99871
6.94	997.003	1.9967	1.00071
6.95	996.999	1.99869	1.0027
6.96	996.995	2.00068	1.0047
6.97	996.991	2.00267	1.00671
6.98	996.987	2.00466	1.00871
6.99	996.983	2.00665	1.01072
7	996.979	2.00865	1.01272
7.01	996.975	2.01065	1.01473
7.02	996.971	2.01265	1.01675
7.03	996.967	2.01465	1.01876
7.04	996.963	2.01665	1.02078
7.05	996.959	2.01866	1.02279
7.06	996.955	2.02067	1.02481
7.07	996.95	2.02268	1.02684
7.08	996.946	2.02469	1.02886
7.09	996.942	2.0267	1.03089
7.1	996.938	2.02872	1.03291
7.11	996.934	2.03073	1.03494
7.12	996.93	2.03275	1.03698
7.13	996.926	2.03478	1.03901
7.14	996.922	2.0368	1.04105
7.15	996.918	2.03883	1.04308
7.16	996.914	2.04085	1.04512
7.17	996.91	2.04288	1.04717
7.18	996.906	2.04491	1.04921
7.19	996.902	2.04695	1.05126
7.2	996.898	2.04898	1.05331
7.21	996.894	2.05102	1.05536
7.22	996.89	2.05306	1.05741
7.23	996.885	2.0551	1.05946
7.24	996.881	2.05715	1.06152
7.25	996.877	2.05919	1.06358
7.26	996.873	2.06124	1.06564
7.27	996.869	2.06329	1.0677
7.28	996.865	2.06534	1.06977
7.29	996.861	2.06739	1.07183
7.3	996.857	2.06945	1.0739
7.31	996.853	2.07151	1.07597
7.32	996.848	2.07357	1.07804
7.33	996.844	2.07563	1.08012
7.34	996.84	2.07769	1.0822
7.35	996.836	2.07976	1.08428
7.36	996.832	2.08183	1.08636
7.37	996.828	2.0839	1.08844
7.38	996.824	2.08597	1.09053
7.39	996.819	2.08804	1.09261
7.4	996.815	2.09012	1.0947
7.41	996.811	2.0922	1.09679
7.42	996.807	2.09428	1.09889
7.43	996.803	2.09636	1.10098
7.44	996.798	2.09844	1.10308
7.45	996.794	2.10053	1.10518
7.46	996.79	2.10262	1.10728
7.47	996.786	2.10471	1.10939
7.48	996.782	2.1068	1.11149
7.49	996.778	2.1089	1.1136
7.5	996.773	2.11099	1.11571
7.51	996.769	2.11309	1.11782
7.52	996.765	2.11519	1.11994
7.53	996.761	2.1173	1.12205
7.54	996.756	2.1194	1.12417
7.55	996.752	2.12151	1.12629
7.56	996.748	2.12362	1.12842
7.57	996.744	2.12573	1.13054
7.58	996.739	2.12784	1.13267
7.59	996.735	2.12996	1.1348
7.6	996.731	2.13207	1.13693
7.61	996.727	2.13419	1.13906
7.62	996.722	2.13632	1.1412
7.63	996.718	2.13844	1.14334
7.64	996.714	2.14056	1.14548
7.65	996.71	2.14269	1.14762
7.66	996.705	2.14482	1.14976
7.67	996.701	2.14695	1.15191
7.68	996.697	2.14909	1.15406
7.69	996.693	2.15123	1.15621
7.7	996.688	2.15336	1.15836
7.71	996.684	2.1555	1.16052
7.72	996.68	2.15765	1.16267
7.73	996.675	2.15979	1.16483
